69.0187,65.8774
67.6769,63.4854
71.1453,65.4062
60.1828,63.9602
57.8608,62.3501
61.3339,64.0844
64.0994,61.3584
63.2287,61.5989
63.0159,61.3532
64.1347,65.5581
60.6544,63.8465
63.5711,64.7705
63.4427,63.7921
62.3682,63.2131
62.0249,65.1727
62.9081,65.0406
63.1062,62.2394
62.0770,59.2132
61.5958,60.4383
63.3216,63.2630
62.4949,59.6766
60.6371,61.9435
64.8243,60.8470
57.6644,60.4785
61.1598,59.1987
58.3554,59.1527
59.5469,57.9198
56.4325,58.0258
60.3184,57.5295
55.0267,55.3549
54.8769,55.4182
53.7383,55.7741
55.8780,56.1527
57.6301,56.5910
56.2793,55.4915
56.8219,55.6149
54.2565,55.1710
54.4418,53.5512
55.1570,53.4641
55.6714,53.6348
47.5193,53.7714
53.6801,56.2266
54.0540,53.7823
52.7551,52.8705
51.5767,51.8502
52.0797,52.8228
56.9275,54.6998
52.9004,54.8523
52.0234,54.7763
52.4016,52.4604
50.7556,51.8901
51.2647,52.7097
51.8545,51.6299
52.3982,51.7359
50.7833,51.4970
51.6444,51.5779
52.1087,51.5449
52.0925,51.1909
52.2406,50.7070
51.6980,51.1288
